customer_id,name,gender,age,city,account_type,join_date
C0412,Keith Johnson,M,51,New Angelaburgh,Savings,2022-07-27
C0413,Brandi Shaw,F,24,Douglasstad,Current,2021-10-02
C0414,Jennifer Cox,F,45,North Aaronshire,Savings,2022-10-01
C0415,Elizabeth Barnes,M,36,North Lisa,Savings,2020-10-19
C0416,Greg Gomez,M,35,Lake Wesley,Savings,2023-01-18
C0417,Brandon Curtis,M,25,Victorialand,Savings,2021-03-04
C0418,Carol Bennett,F,24,East Paigebury,Savings,2023-08-26
C0419,Roberto Anderson,M,65,Port David,Savings,2022-05-08
C0420,Savannah Wiley,M,44,North Debrahaven,Savings,2022-08-17
C0421,Shawn Jones,F,54,East Gregory,Current,2021-11-27
C0422,Erin Cox,M,26,Port Diane,Savings,2022-03-22
C0423,Elizabeth Guerrero,M,55,Port Lisa,Current,2020-10-06
C0424,Scott Hall,F,54,Herrerachester,Current,2023-09-13
C0425,Andrea Juarez,M,25,West Danielport,Savings,2021-09-08
C0426,Cynthia Blevins,M,38,West Kathrynberg,Savings,2022-04-15
C0427,Damon Munoz,M,41,Kristiville,Savings,2021-02-22
C0428,Jessica Clarke,M,41,North Michaelport,Savings,2021-09-20
C0429,Kristen Russell,M,28,Tinahaven,Current,2022-12-23
C0430,Sheila Padilla,F,28,East Diana,Savings,2022-05-12
C0431,Alicia Clark,M,50,Barbermouth,Current,2021-05-28
C0432,Anthony Maldonado,M,69,West Jessicamouth,Current,2023-08-21
C0433,Luke Bright,F,59,Robinsonchester,Current,2023-03-07
C0434,Rhonda Smith,M,67,North Jeremy,Current,2022-04-03
C0435,Arthur Jacobs,F,26,South Maryshire,Current,2021-09-22
C0436,Ronald Shepherd,M,60,North Manuel,Current,2022-08-13
C0437,Paul Skinner,M,49,West Kennethburgh,Savings,2021-12-13
C0438,Mrs. Amy Sanders MD,F,64,Leburgh,Savings,2022-02-07
C0439,Christopher Velazquez,M,39,Berryberg,Savings,2020-10-27
C0440,Jessica Barnes,F,34,West David,Current,2020-07-10
C0441,Daniel Washington,M,40,Shermanborough,Savings,2022-02-09
C0442,Melissa Prince,M,38,Virginiaburgh,Current,2023-10-06
C0443,Vanessa Phillips,M,67,Martinchester,Current,2022-04-13
C0444,Caitlyn Sanchez,M,69,Christopherstad,Current,2023-10-09
C0445,James Buchanan,M,57,New Jennifer,Savings,2022-09-29
C0446,Thomas Hernandez,F,63,Grantville,Savings,2021-05-23
C0447,Maria Evans,M,44,North James,Savings,2022-01-17
C0448,Randall Martin,M,25,Dorisshire,Current,2023-04-06
C0449,Jasmine Cobb,M,23,Banksside,Savings,2023-07-03
C0450,Joseph Walton Jr.,M,40,South Charles,Current,2023-03-16
C0451,Christopher Young,F,22,Staceyburgh,Savings,2023-03-14
C0452,Kyle Cole,F,39,Port Lindsey,Current,2022-11-23
C0453,Kristen Henderson,F,25,Brownview,Current,2023-09-12
C0454,Danielle Ellis,F,21,Alanton,Savings,2022-07-27
C0455,Kurt Christian,M,62,Herreraland,Current,2022-06-30
C0456,Michael Hughes,M,54,Hudsonfurt,Savings,2020-10-26
C0457,Terri Nichols,F,39,Heatherland,Savings,2021-04-09
C0458,Mark Hoffman,F,62,Port Kimberly,Current,2022-04-20
C0459,Courtney Stuart,M,48,East Nicholemouth,Savings,2022-06-25
C0460,Carla Robinson,M,46,Davisborough,Current,2021-07-23
C0461,Denise Rivera,F,35,Moyerburgh,Savings,2022-11-20
C0462,Randall Anderson,F,27,Lake Antonioton,Current,2024-04-08
C0463,Erica Rogers,F,38,Darlenefurt,Current,2020-08-28
C0464,Kimberly Wood,M,44,Lake Kathryn,Current,2020-09-25
C0465,Lauren Newton,M,54,West Joshua,Current,2021-11-09
C0466,Matthew Murphy,M,65,Rowlandmouth,Current,2021-04-24
C0467,Abigail Doyle,F,48,Lake Tanya,Savings,2022-06-06
C0468,Kari Jones,M,52,East Brianna,Savings,2023-03-30
C0469,Anthony Ross,F,26,Hollyborough,Current,2021-06-02
C0470,David Larsen,F,45,Conniehaven,Savings,2020-09-17
C0471,Mr. Kent Evans,M,43,New Robertburgh,Current,2021-03-21
C0472,Amanda Rice,F,31,Stephanieville,Current,2022-08-31
C0473,Patrick Clark,M,66,Anneville,Savings,2021-06-01
C0474,Rebecca Gomez,M,59,Thomasshire,Current,2020-12-01
C0475,Laura Hicks,M,67,New Crystalborough,Savings,2023-12-14
C0476,Daniel Butler PhD,M,31,Andersonburgh,Savings,2023-05-14
C0477,Michael Novak,M,36,Grimesborough,Savings,2022-02-04
C0478,Ryan Jackson,M,37,East Deanstad,Current,2023-04-18
C0479,Frederick Barrera,F,68,Taylormouth,Current,2021-03-16
C0480,Aimee Stokes,F,47,Darrenmouth,Savings,2020-12-04
C0481,Christina Lee,M,50,Port Heather,Savings,2021-05-20
C0482,Todd Owens,M,44,Roberthaven,Current,2022-11-26
C0483,Kenneth Hardy,F,70,Walkerport,Current,2022-10-13
C0484,Rodney Cruz,F,66,Port Joseph,Savings,2023-03-09
C0485,Robert Valencia,F,28,Clarkchester,Savings,2024-04-09
C0486,Mary Phillips,M,20,North Jennifer,Current,2021-06-28
C0487,Natalie Butler,F,70,Kennethview,Current,2022-11-16
C0488,Jennifer Bradshaw,F,40,New Stevefort,Savings,2024-02-08
C0489,Andrea Austin,M,63,West Ronald,Savings,2023-01-28
C0490,Jordan Hayes,F,46,Lake Codyport,Current,2021-04-01
C0491,Jacqueline Burke,F,64,Nicholsonstad,Current,2024-01-18
C0492,Curtis Nash,M,48,Jessicamouth,Current,2024-03-24
C0493,Matthew Willis,M,54,Garyside,Current,2024-02-09
C0494,Corey Thompson,M,49,West Michelleville,Current,2023-08-02
C0495,Rachel Jackson,F,46,Orozcoshire,Current,2024-03-31
C0496,Jennifer Flores,M,50,Mullenland,Savings,2021-04-03
C0497,Melissa Martin,M,41,Shermanfurt,Current,2021-12-27
C0498,Christopher Johnson,M,69,Nataliemouth,Savings,2022-10-10
C0499,Alvin Compton,M,30,Millerstad,Current,2023-06-16
C0500,Emily Brooks,M,47,South Louismouth,Savings,2023-10-11
